PLOTID;QuadrantID;Landscape_type;Landscape_type_2;Plot_type;Plot_type_2;Landscape_Plot;BIN_Richness;RL_Richness;BIN_Coleoptera;BIN_Diptera;BIN_Hemiptera;BIN_Hymenoptera;BIN_Lepidoptera;BIN_Orthoptera;BIN_Rest;Visit;Date start;Date end;Day start;Day end;Day mean;Duration;Biomass;Biomass_per_day;Excluded;Average_temperature;Average_humidity;Long-Term Mean Annual Precipitation;Long-Term Mean Annual Average Near Surface Temperature;point_x;point_y;Elevation
7730_2_U;7730_2;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;05.06.2019;20.06.2019;156;171;163,5;15;29,69;1,98;0;19,71836719;70,83714063;885;8,8975;3636684,989;5349848,396;524
7730_2_U;7730_2;Urban;c;settlement;d;c_d;380;9;36;209;16;73;36;0;3;7;20.06.2019;02.07.2019;171;183;177;12;47,3;3,94;0;23,15075641;69,31406731;885;8,8975;3636684,989;5349848,396;524
7730_2_U;7730_2;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;02.07.2019;16.07.2019;183;197;190;14;40,55;2,9;0;18,96821667;69,57614722;885;8,8975;3636684,989;5349848,396;524
7730_2_U;7730_2;Urban;c;settlement;d;c_d;398;13;22;190;23;104;35;6;8;9;16.07.2019;27.07.2019;197;208;202,5;11;48,17;4,38;0;23,923;63,73371528;885;8,8975;3636684,989;5349848,396;524
7730_2_U;7730_2;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;29.07.2019;13.08.2019;210;225;217,5;15;29,15;1,94;0;20,34070573;77,07983854;885;8,8975;3636684,989;5349848,396;524
7835_1_F;7835_1;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;17.04.2019;02.05.2019;107;122;114,5;15;53,15;3,54;0;12,35340365;61,67490104;945,7666667;9,789722222;3687213,718;5342494,493;509
7835_1_F;7835_1;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;02.05.2019;16.05.2019;122;136;129;14;18,84;1,35;0;8,940130556;78,31399167;945,7666667;9,789722222;3687213,718;5342494,493;509
7835_1_F;7835_1;Urban;c;forest;a;c_a;502;11;24;297;23;122;26;0;8;5;16.05.2019;27.05.2019;136;147;141,5;11;35,64;3,24;0;13,58985069;80,29897222;945,7666667;9,789722222;3687213,718;5342494,493;509
7835_1_F;7835_1;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;27.05.2019;12.06.2019;147;163;155;16;55;3,44;0;17,39960539;76,07511029;945,7666667;9,789722222;3687213,718;5342494,493;509
7835_1_F;7835_1;Urban;c;forest;a;c_a;403;11;25;195;22;102;45;0;6;7;12.06.2019;25.06.2019;163;176;169,5;13;41,3;3,18;0;20,07320238;77,92319643;945,7666667;9,789722222;3687213,718;5342494,493;509
7835_1_F;7835_1;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;25.06.2019;09.07.2019;176;190;183;14;NA;NA;1;21,73059444;67,86165;945,7666667;9,789722222;3687213,718;5342494,493;509
7835_1_F;7835_1;Urban;c;forest;a;c_a;511;13;23;268;25;114;56;4;13;9;09.07.2019;01.08.2019;190;213;201,5;23;34,78;1,51;0;20,11185417;75,73004167;945,7666667;9,789722222;3687213,718;5342494,493;509
7835_1_F;7835_1;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;01.08.2019;14.08.2019;213;226;219,5;13;7,08;0,54;0;19,14603571;81,86471131;945,7666667;9,789722222;3687213,718;5342494,493;509
7835_1_G;7835_1;Urban;c;meadow;b;c_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;942,2333333;9,816944444;3687783,02;5342336,207;503
7835_1_G;7835_1;Urban;c;meadow;b;c_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;02.05.2019;16.05.2019;122;136;129;14;10,64;0,76;0;8,914711111;78,64227778;942,2333333;9,816944444;3687783,02;5342336,207;503
7835_1_G;7835_1;Urban;c;meadow;b;c_b;400;7;13;255;19;88;16;0;4;5;16.05.2019;27.05.2019;136;147;141,5;11;19,34;1,758181818;0;13,40173611;83,41486458;942,2333333;9,816944444;3687783,02;5342336,207;503
7835_1_G;7835_1;Urban;c;meadow;b;c_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;27.05.2019;12.06.2019;147;163;155;16;31,29;1,96;0;17,13358824;80,6514951;942,2333333;9,816944444;3687783,02;5342336,207;503
7835_1_G;7835_1;Urban;c;meadow;b;c_b;450;9;11;260;19;103;44;1;4;7;12.06.2019;25.06.2019;163;176;169,5;13;49,2;3,78;0;20,12845238;80,44976488;942,2333333;9,816944444;3687783,02;5342336,207;503
7835_1_G;7835_1;Urban;c;meadow;b;c_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;25.06.2019;09.07.2019;176;190;183;14;66,06;4,72;0;21,94756111;70,58906389;942,2333333;9,816944444;3687783,02;5342336,207;503
7835_1_G;7835_1;Urban;c;meadow;b;c_b;488;10;14;280;18;101;50;8;6;9;09.07.2019;01.08.2019;190;213;201,5;23;47,18;2,05;0;20,28848264;77,49382986;942,2333333;9,816944444;3687783,02;5342336,207;503
7835_1_G;7835_1;Urban;c;meadow;b;c_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;942,2333333;9,816944444;3687783,02;5342336,207;503
7835_1_U;7835_1;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;957,9666667;9,894166667;3687566,81;5340352,37;510
7835_1_U;7835_1;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;02.05.2019;16.05.2019;NA;NA;NA;NA;NA;NA;1;8,937533333;74,636225;957,9666667;9,894166667;3687566,81;5340352,37;510
7835_1_U;7835_1;Urban;c;settlement;d;c_d;NA;;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;1;13,59573264;78,02863194;957,9666667;9,894166667;3687566,81;5340352,37;510
7835_1_U;7835_1;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;27.05.2019;12.06.2019;147;163;155;16;NA;NA;1;17,58371324;73,12863971;957,9666667;9,894166667;3687566,81;5340352,37;510
7835_1_U;7835_1;Urban;c;settlement;d;c_d;448;11;19;250;14;122;35;0;5;7;25.06.2019;09.07.2019;176;190;183;14;53,3;3,81;0;22,12717778;65,02465;957,9666667;9,894166667;3687566,81;5340352,37;510
7835_1_U;7835_1;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;1;20,43794345;74,46505357;957,9666667;9,894166667;3687566,81;5340352,37;510
7835_1_U;7835_1;Urban;c;settlement;d;c_d;403;8;20;245;19;72;33;2;6;9;09.07.2019;01.08.2019;190;213;201,5;23;74,03;3,22;0;20,50375;71,85060069;957,9666667;9,894166667;3687566,81;5340352,37;510
7835_1_U;7835_1;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;01.08.2019;14.08.2019;213;226;219,5;13;28,94;2,23;0;19,61181845;77,02564583;957,9666667;9,894166667;3687566,81;5340352,37;510
7837_4_A;7837_4;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;15.04.2019;01.05.2019;105;121;113;16;5;0,31;0;12,58075245;57,88404412;1040,533333;8,849166667;3719976,51;5334095,938;569
7837_4_A;7837_4;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;01.05.2019;15.05.2019;121;135;128;14;2,42;0,17;0;8,810377778;77,73196111;1040,533333;8,849166667;3719976,51;5334095,938;569
7837_4_A;7837_4;Semi-natural;a;arable field;c;a_c;191;3;25;89;4;46;11;2;13;5;15.05.2019;29.05.2019;135;149;142;14;8,27;0,590714286;0;12,59050278;82,39565833;1040,533333;8,849166667;3719976,51;5334095,938;569
7837_4_A;7837_4;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;29.05.2019;13.06.2019;149;164;156,5;15;16,99;1,13;0;17,89728385;72,86001302;1040,533333;8,849166667;3719976,51;5334095,938;569
7837_4_A;7837_4;Semi-natural;a;arable field;c;a_c;219;6;20;87;10;57;34;2;6;7;13.06.2019;27.06.2019;164;178;171;14;21;1,5;0;21,13011111;74,55063333;1040,533333;8,849166667;3719976,51;5334095,938;569
7837_4_A;7837_4;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;27.06.2019;11.07.2019;178;192;185;14;11,44;0,82;0;19,73996944;71,77675278;1040,533333;8,849166667;3719976,51;5334095,938;569
7837_4_A;7837_4;Semi-natural;a;arable field;c;a_c;324;7;15;176;13;62;19;6;25;9;11.07.2019;30.07.2019;192;211;201,5;19;12,33;0,65;0;19,93093542;78,85434583;1040,533333;8,849166667;3719976,51;5334095,938;569
7837_4_A;7837_4;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;30.07.2019;13.08.2019;211;225;218;14;13,03;0,93;0;19,10879444;83,7479;1040,533333;8,849166667;3719976,51;5334095,938;569
7837_4_F;7837_4;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;15.04.2019;01.05.2019;105;121;113;16;14,4;0,9;0;11,65357843;63,43476716;1022,833333;8,914722222;3720282,483;5335756,666;557
7837_4_F;7837_4;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;01.05.2019;15.05.2019;121;135;128;14;8,34;0,6;0;7,975291667;83,19105556;1022,833333;8,914722222;3720282,483;5335756,666;557
7837_4_F;7837_4;Semi-natural;a;forest;a;a_a;351;6;17;227;8;78;13;0;5;5;15.05.2019;29.05.2019;135;149;142;14;21,62;1,544285714;0;11,80164722;86,26695;1022,833333;8,914722222;3720282,483;5335756,666;557
7837_4_F;7837_4;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;29.05.2019;13.06.2019;149;164;156,5;15;66,26;4,42;0;16,8296875;79,15598698;1022,833333;8,914722222;3720282,483;5335756,666;557
7837_4_F;7837_4;Semi-natural;a;forest;a;a_a;269;7;8;158;8;61;30;2;1;7;13.06.2019;27.06.2019;164;178;171;14;65;4,64;0;19,99375;80,73205556;1022,833333;8,914722222;3720282,483;5335756,666;557
7837_4_F;7837_4;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;27.06.2019;11.07.2019;178;192;185;14;74,46;5,32;0;18,76705833;77,49481944;1022,833333;8,914722222;3720282,483;5335756,666;557
7837_4_F;7837_4;Semi-natural;a;forest;a;a_a;384;8;14;233;18;70;24;9;8;9;11.07.2019;30.07.2019;192;211;201,5;19;68,6;3,61;0;18,82925;83,54887917;1022,833333;8,914722222;3720282,483;5335756,666;557
7837_4_F;7837_4;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;30.07.2019;13.08.2019;211;225;218;14;30,2;2,16;0;18,26978333;87,49474722;1022,833333;8,914722222;3720282,483;5335756,666;557
7837_4_U;7837_4;Semi-natural;a;settlement;d;a_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;15.04.2019;29.04.2019;105;119;112;14;49,75;3,553571429;0;12,25202222;54,29363611;1073,6;8,765277778;3721707,499;5333089,328;595
7837_4_U;7837_4;Semi-natural;a;settlement;d;a_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;29.04.2019;15.05.2019;119;135;127;16;NA;NA;1;7,972708333;77,11252696;1073,6;8,765277778;3721707,499;5333089,328;595
7837_4_U;7837_4;Semi-natural;a;settlement;d;a_d;295;4;10;192;11;69;10;0;2;5;15.05.2019;29.05.2019;135;149;142;14;31,02;2,215714286;0;12,07629167;80,31011389;1073,6;8,765277778;3721707,499;5333089,328;595
7837_4_U;7837_4;Semi-natural;a;settlement;d;a_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;29.05.2019;13.06.2019;149;164;156,5;15;50,11;3,34;0;17,63991927;71,1423151;1073,6;8,765277778;3721707,499;5333089,328;595
7837_4_U;7837_4;Semi-natural;a;settlement;d;a_d;336;5;21;206;10;63;21;6;5;7;13.06.2019;27.06.2019;164;178;171;14;75,2;5,37;0;21,24641389;71,31548889;1073,6;8,765277778;3721707,499;5333089,328;557
7837_4_U;7837_4;Semi-natural;a;settlement;d;a_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;27.06.2019;11.07.2019;178;192;185;14;52,93;3,78;0;20,33506667;64,00249722;1073,6;8,765277778;3721707,499;5333089,328;557
7837_4_U;7837_4;Semi-natural;a;settlement;d;a_d;379;7;26;230;14;61;25;11;5;9;11.07.2019;30.07.2019;192;211;201,5;19;61,55;3,24;0;20,18869167;72,7549375;1073,6;8,765277778;3721707,499;5333089,328;557
7837_4_U;7837_4;Semi-natural;a;settlement;d;a_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;30.07.2019;13.08.2019;211;225;218;14;36,33;2,6;0;19,14784444;79,07889444;1073,6;8,765277778;3721707,499;5333089,328;557
7935_2_A;7935_2;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1050,966667;9,013333333;3695733,137;5327558,339;558
7935_2_A;7935_2;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;29.04.2019;14.05.2019;119;134;126,5;15;4,08;0,27;0;9,073651042;75,64292188;1050,966667;9,013333333;3695733,137;5327558,339;558
7935_2_A;7935_2;Urban;c;arable field;c;c_c;259;2;10;178;9;48;9;0;4;5;14.05.2019;30.05.2019;134;150;142;16;16,11;1,006875;0;12,44711765;79,90947304;1050,966667;9,013333333;3695733,137;5327558,339;558
7935_2_A;7935_2;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;30.05.2019;15.06.2019;150;166;158;16;41,77;2,61;0;18,83091422;71,29809804;1050,966667;9,013333333;3695733,137;5327558,339;558
7935_2_A;7935_2;Urban;c;arable field;c;c_c;268;2;20;158;10;48;25;2;1;7;15.06.2019;03.07.2019;166;184;175;18;86,9;4,83;0;21,58073684;71,22498684;1050,966667;9,013333333;3695733,137;5327558,339;558
7935_2_A;7935_2;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;03.07.2019;18.07.2019;184;199;191,5;15;75,51;5,034;0;18,51370052;70,76207292;1050,966667;9,013333333;3695733,137;5327558,339;558
7935_2_A;7935_2;Urban;c;arable field;c;c_c;483;14;23;293;23;79;32;5;15;9;18.07.2019;29.07.2019;199;210;204,5;11;74,96;6,81;0;22,95441667;69,46830208;1050,966667;9,013333333;3695733,137;5327558,339;558
7935_2_A;7935_2;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1050,966667;9,013333333;3695733,137;5327558,339;558
7935_2_F;7935_2;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;16.04.2019;30.04.2019;106;120;113;14;31,96;2,28;0;11,25335556;62,42611111;1024,066667;9,296666667;3692920,185;5330677,611;551
7935_2_F;7935_2;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;30.04.2019;14.05.2019;120;134;127;14;NA;NA;1;8,307677778;43,41087222;1024,066667;9,296666667;3692920,185;5330677,611;551
7935_2_F;7935_2;Urban;c;forest;a;c_a;485;5;23;308;15;106;15;4;11;5;14.05.2019;30.05.2019;134;150;142;16;23,9;1,49375;0;11,35285784;87,13051471;1024,066667;9,296666667;3692920,185;5330677,611;551
7935_2_F;7935_2;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;30.05.2019;15.06.2019;150;166;158;16;56,44;3,53;0;17,06659559;80,10333824;1024,066667;9,296666667;3692920,185;5330677,611;551
7935_2_F;7935_2;Urban;c;forest;a;c_a;656;12;18;403;13;151;48;7;9;7;15.06.2019;03.07.2019;166;184;175;18;90;5;0;19,55598026;81,96629386;1024,066667;9,296666667;3692920,185;5330677,611;551
7935_2_F;7935_2;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;03.07.2019;18.07.2019;184;199;191,5;15;51,72;3,448;0;16,76844531;72,325;1024,066667;9,296666667;3692920,185;5330677,611;551
7935_2_F;7935_2;Urban;c;forest;a;c_a;530;6;17;333;10;123;22;7;10;9;18.07.2019;29.07.2019;199;210;204,5;11;28,72;2,61;0;20,79920833;77,685625;1024,066667;9,296666667;3692920,185;5330677,611;551
7935_2_F;7935_2;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;29.07.2019;11.08.2019;210;223;216,5;13;14,88;1,14;0;17,59730655;94,90284226;1024,066667;9,296666667;3692920,185;5330677,611;551
7935_2_U;7935_2;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;16.04.2019;30.04.2019;106;120;113;14;14,36;1,03;0;11,66352222;60,66046944;1045,133333;9,053055556;3697569,104;5328094,324;553
7935_2_U;7935_2;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;30.04.2019;14.05.2019;120;134;127;14;3,26;0,23;0;8,807366667;76,25006389;1045,133333;9,053055556;3697569,104;5328094,324;553
7935_2_U;7935_2;Urban;c;settlement;d;c_d;280;7;7;192;13;50;15;0;1;5;14.05.2019;30.05.2019;134;150;142;16;14,74;0,92125;0;12,14393382;79,98595588;1045,133333;9,053055556;3697569,104;5328094,324;553
7935_2_U;7935_2;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;30.05.2019;15.06.2019;150;166;158;16;52,08;3,26;0;18,56123284;70,83628186;1045,133333;9,053055556;3697569,104;5328094,324;553
7935_2_U;7935_2;Urban;c;settlement;d;c_d;312;5;18;196;6;56;28;5;0;7;15.06.2019;03.07.2019;166;184;175;18;57,4;3,19;0;21,40709649;70,25582675;1045,133333;9,053055556;3697569,104;5328094,324;553
7935_2_U;7935_2;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;03.07.2019;18.07.2019;184;199;191,5;15;41,58;2,77;0;18,01413542;70,71000521;1045,133333;9,053055556;3697569,104;5328094,324;553
7935_2_U;7935_2;Urban;c;settlement;d;c_d;361;6;18;221;17;61;34;1;2;9;18.07.2019;29.07.2019;199;210;204,5;11;39,48;3,59;0;22,77123958;69,57352431;1045,133333;9,053055556;3697569,104;5328094,324;553
7935_2_U;7935_2;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;29.07.2019;11.08.2019;210;223;216,5;13;26,91;2,07;0;20,10692262;78,89152083;1045,133333;9,053055556;3697569,104;5328094,324;553
8030_1_A;8030_1;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1012,333333;8,459444444;3625414,23;5316923,571;638
8030_1_A;8030_1;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1012,333333;8,459444444;3625414,23;5316923,571;638
8030_1_A;8030_1;Agricultural;b;arable field;c;b_c;265;4;15;153;7;73;6;2;6;5;23.05.2019;04.06.2019;143;155;149;12;48,72;4,06;0;15,7539359;78,53361538;1012,333333;8,459444444;3625414,23;5316923,571;638
8030_1_A;8030_1;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;04.06.2019;19.06.2019;155;170;162,5;15;NA;NA;1;18,452125;78,39899479;1012,333333;8,459444444;3625414,23;5316923,571;638
8030_1_A;8030_1;Agricultural;b;arable field;c;b_c;222;2;11;123;4;58;11;1;10;7;19.06.2019;01.07.2019;170;182;176;12;32,2;2,68;0;22,05530128;76,64082051;1012,333333;8,459444444;3625414,23;5316923,571;638
8030_1_A;8030_1;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;01.07.2019;16.07.2019;182;197;189,5;15;14,22;0,95;0;18,03176042;77,12442708;1012,333333;8,459444444;3625414,23;5316923,571;638
8030_1_A;8030_1;Agricultural;b;arable field;c;b_c;307;3;22;153;13;78;19;5;11;9;16.07.2019;29.07.2019;197;210;203,5;13;12,3;0,95;0;22,18630357;70,15158929;1012,333333;8,459444444;3625414,23;5316923,571;638
8030_1_A;8030_1;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;29.07.2019;12.08.2019;210;224;217;14;13,15;0,94;0;19,64494444;79,19545833;1012,333333;8,459444444;3625414,23;5316923,571;638
8030_1_F;8030_1;Agricultural;b;forest;a;b_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;26.04.2019;02.05.2019;116;122;119;6;6,56;1,09;0;8,720196429;78,2894881;1024,8;8,385833333;3625253,598;5315233,216;650
8030_1_F;8030_1;Agricultural;b;forest;a;b_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1024,8;8,385833333;3625253,598;5315233,216;650
8030_1_F;8030_1;Agricultural;b;forest;a;b_a;566;4;20;382;11;113;28;1;7;5;23.05.2019;04.06.2019;143;155;149;12;63,33;5,2775;0;15,85438141;77,12258013;1024,8;8,385833333;3625253,598;5315233,216;650
8030_1_F;8030_1;Agricultural;b;forest;a;b_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;04.06.2019;20.06.2019;155;171;163;16;118,65;7,42;0;18,52151716;76,5817402;1024,8;8,385833333;3625253,598;5315233,216;650
8030_1_F;8030_1;Agricultural;b;forest;a;b_a;583;13;26;370;14;95;66;0;6;7;20.06.2019;01.07.2019;171;182;176,5;11;121,2;11,02;0;21,93755208;75,34871875;1024,8;8,385833333;3625253,598;5315233,216;650
8030_1_F;8030_1;Agricultural;b;forest;a;b_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;01.07.2019;16.07.2019;182;197;189,5;15;100,64;6,71;0;17,96480208;76,45073958;1024,8;8,385833333;3625253,598;5315233,216;650
8030_1_F;8030_1;Agricultural;b;forest;a;b_a;598;16;17;393;8;106;51;8;6;9;16.07.2019;29.07.2019;197;210;203,5;13;200,2;15,4;0;21,91537202;70,14272321;1024,8;8,385833333;3625253,598;5315233,216;650
8030_1_F;8030_1;Agricultural;b;forest;a;b_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;29.07.2019;12.08.2019;210;224;217;14;83,79;5,99;0;19,19178889;81,48225556;1024,8;8,385833333;3625253,598;5315233,216;650
8030_1_G;8030_1;Agricultural;b;meadow;b;b_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;12.04.2019;02.05.2019;102;122;112;20;36,78;1,84;0;8,899714286;69,95271429;1011,4;8,468611111;3625958,82;5316807,499;636
8030_1_G;8030_1;Agricultural;b;meadow;b;b_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;1;8,529625;81,95753788;1011,4;8,468611111;3625958,82;5316807,499;636
8030_1_G;8030_1;Agricultural;b;meadow;b;b_b;301;2;13;214;4;46;16;0;7;5;23.05.2019;04.06.2019;143;155;149;12;73,88;6,156666667;0;14,97813782;76,23948718;1011,4;8,468611111;3625958,82;5316807,499;636
8030_1_G;8030_1;Agricultural;b;meadow;b;b_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;04.06.2019;19.06.2019;155;170;162,5;15;38,65;2,58;0;17,54086198;75,37252604;1011,4;8,468611111;3625958,82;5316807,499;636
8030_1_G;8030_1;Agricultural;b;meadow;b;b_b;286;3;26;177;7;43;19;3;6;7;19.06.2019;01.07.2019;170;182;176;12;27;2,25;0;20,91925;74,14210256;1011,4;8,468611111;3625958,82;5316807,499;636
8030_1_G;8030_1;Agricultural;b;meadow;b;b_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;01.07.2019;16.07.2019;182;197;189,5;15;44,47;2,96;0;16,74473698;77,34427604;1011,4;8,468611111;3625958,82;5316807,499;636
8030_1_G;8030_1;Agricultural;b;meadow;b;b_b;259;3;7;158;6;47;22;7;7;9;16.07.2019;29.07.2019;197;210;203,5;13;58,9;4,53;0;20,71889583;71,44042857;1011,4;8,468611111;3625958,82;5316807,499;636
8030_1_G;8030_1;Agricultural;b;meadow;b;b_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;29.07.2019;12.08.2019;210;224;217;14;36,76;2,63;0;18,25248611;80,35539444;1011,4;8,468611111;3625958,82;5316807,499;636
8130_2_A;8130_2;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;12.04.2019;29.04.2019;102;119;110,5;17;26,02;1,53;0;11,6485787;60,9227037;1097,366667;8,193611111;3636698,085;5306908,337;724
8130_2_A;8130_2;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;29.04.2019;16.05.2019;NA;NA;NA;NA;NA;NA;1;6,822263889;84,11444444;1097,366667;8,193611111;3636698,085;5306908,337;724
8130_2_A;8130_2;Semi-natural;a;arable field;c;a_c;396;3;35;225;17;101;8;0;9;5;16.05.2019;29.05.2019;136;149;142,5;13;14,48;1,113846154;0;11,16165476;87,06655655;1097,366667;8,193611111;3636698,085;5306908,337;724
8130_2_A;8130_2;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;29.05.2019;12.06.2019;149;163;156;14;42,38;3,03;0;16,03961667;78,00154444;1097,366667;8,193611111;3636698,085;5306908,337;724
8130_2_A;8130_2;Semi-natural;a;arable field;c;a_c;487;5;37;285;23;99;28;3;7;7;12.06.2019;27.06.2019;163;178;170,5;15;55,5;3,7;0;19,11640885;80,11544271;1097,366667;8,193611111;3636698,085;5306908,337;724
8130_2_A;8130_2;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;27.06.2019;15.07.2019;178;196;187;18;72,56;4,03;0;17,86007456;77,99333333;1097,366667;8,193611111;3636698,085;5306908,337;724
8130_2_A;8130_2;Semi-natural;a;arable field;c;a_c;528;9;18;300;22;131;25;7;15;9;15.07.2019;29.07.2019;196;210;203;14;57,12;4,08;0;20,09798889;75,51091111;1097,366667;8,193611111;3636698,085;5306908,337;724
8130_2_A;8130_2;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;29.07.2019;13.08.2019;210;225;217,5;15;34,16;2,28;0;17,78528646;85,97338542;1097,366667;8,193611111;3636698,085;5306908,337;724
8130_2_F;8130_2;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;12.04.2019;29.04.2019;102;119;110,5;17;18,51;1,09;0;11,80609028;57,85455787;1161,333333;7,925;3635619,124;5306045,237;776
